PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Family_Count,Embarked_Q,Embarked_S
441,1,2,0,45.0,1,1,F.C.C. 13529,26.25,2,0,1
442,0,1,1,20.0,0,0,345769,9.5,0,0,1
443,0,1,1,25.0,1,0,347076,7.775,1,0,1
444,1,2,0,28.0,0,0,230434,13.0,0,0,1
445,1,1,1,29.69911764705882,0,0,65306,8.1125,0,0,1
446,1,3,1,4.0,0,2,33638,81.8583,2,0,1
447,1,2,0,13.0,0,1,250644,19.5,1,0,1
448,1,3,1,34.0,0,0,113794,26.55,0,0,1
449,1,1,0,5.0,2,1,2666,19.2583,3,0,0
450,1,3,1,52.0,0,0,113786,30.5,0,0,1
451,0,2,1,36.0,1,2,C.A. 34651,27.75,3,0,1
452,0,1,1,29.69911764705882,1,0,65303,19.9667,1,0,1
453,0,3,1,30.0,0,0,113051,27.75,0,0,0
454,1,3,1,49.0,1,0,17453,89.1042,1,0,0
455,0,1,1,29.69911764705882,0,0,A/5 2817,8.05,0,0,1
456,1,1,1,29.0,0,0,349240,7.8958,0,0,0
457,0,3,1,65.0,0,0,13509,26.55,0,0,1
458,1,3,0,29.69911764705882,1,0,17464,51.8625,1,0,1
459,1,2,0,50.0,0,0,F.C.C. 13531,10.5,0,0,1
460,0,1,1,29.69911764705882,0,0,371060,7.75,0,1,0
461,1,3,1,48.0,0,0,19952,26.55,0,0,1
462,0,1,1,34.0,0,0,364506,8.05,0,0,1
463,0,3,1,47.0,0,0,111320,38.5,0,0,1
464,0,2,1,48.0,0,0,234360,13.0,0,0,1
465,0,1,1,29.69911764705882,0,0,A/S 2816,8.05,0,0,1
466,0,1,1,38.0,0,0,SOTON/O.Q. 3101306,7.05,0,0,1
467,0,2,1,29.69911764705882,0,0,239853,0.0,0,0,1
468,0,3,1,56.0,0,0,113792,26.55,0,0,1
469,0,1,1,29.69911764705882,0,0,36209,7.725,0,1,0
470,1,1,0,0.75,2,1,2666,19.2583,3,0,0
471,0,1,1,29.69911764705882,0,0,323592,7.25,0,0,1
472,0,1,1,38.0,0,0,315089,8.6625,0,0,1
473,1,2,0,33.0,1,2,C.A. 34651,27.75,3,0,1
474,1,2,0,23.0,0,0,SC/AH Basle 541,13.7917,0,0,0
475,0,1,0,22.0,0,0,7553,9.8375,0,0,1
476,0,3,1,29.69911764705882,0,0,110465,52.0,0,0,1
477,0,2,1,34.0,1,0,31027,21.0,1,0,1
478,0,1,1,29.0,1,0,3460,7.0458,1,0,1
479,0,1,1,22.0,0,0,350060,7.5208,0,0,1
480,1,1,0,2.0,0,1,3101298,12.2875,1,0,1
481,0,1,1,9.0,5,2,CA 2144,46.9,7,0,1
482,0,2,1,29.69911764705882,0,0,239854,0.0,0,0,1
483,0,1,1,50.0,0,0,A/5 3594,8.05,0,0,1
484,1,1,0,63.0,0,0,4134,9.5875,0,0,1
485,1,3,1,25.0,1,0,11967,91.0792,1,0,0
486,0,1,0,29.69911764705882,3,1,4133,25.4667,4,0,1
487,1,3,0,35.0,1,0,19943,90.0,1,0,1
488,0,3,1,58.0,0,0,11771,29.7,0,0,0
489,0,1,1,30.0,0,0,A.5. 18509,8.05,0,0,1
490,1,1,1,9.0,1,1,C.A. 37671,15.9,2,0,1
491,0,1,1,29.69911764705882,1,0,65304,19.9667,1,0,1
492,0,1,1,21.0,0,0,SOTON/OQ 3101317,7.25,0,0,1
493,0,3,1,55.0,0,0,113787,30.5,0,0,1
494,0,3,1,71.0,0,0,PC 17609,49.5042,0,0,0
495,0,1,1,21.0,0,0,A/4 45380,8.05,0,0,1
496,0,1,1,29.69911764705882,0,0,2627,14.4583,0,0,0
497,1,3,0,54.0,1,0,36947,78.2667,1,0,0
498,0,1,1,29.69911764705882,0,0,C.A. 6212,15.1,0,0,1
499,0,3,0,25.0,1,2,113781,151.55,3,0,1
500,0,1,1,24.0,0,0,350035,7.7958,0,0,1
501,0,1,1,17.0,0,0,315086,8.6625,0,0,1
502,0,1,0,21.0,0,0,364846,7.75,0,1,0
503,0,1,0,29.69911764705882,0,0,330909,7.6292,0,1,0
504,0,1,0,37.0,0,0,4135,9.5875,0,0,1
505,1,3,0,16.0,0,0,110152,86.5,0,0,1
506,0,3,1,18.0,1,0,PC 17758,108.9,1,0,0
507,1,2,0,33.0,0,2,26360,26.0,2,0,1
508,1,3,1,29.69911764705882,0,0,111427,26.55,0,0,1
509,0,1,1,28.0,0,0,C 4001,22.525,0,0,1
510,1,1,1,26.0,0,0,1601,56.4958,0,0,1
511,1,1,1,29.0,0,0,382651,7.75,0,1,0
512,0,1,1,29.69911764705882,0,0,SOTON/OQ 3101316,8.05,0,0,1
513,1,3,1,36.0,0,0,PC 17473,26.2875,0,0,1
514,1,3,0,54.0,1,0,PC 17603,59.4,1,0,0
515,0,1,1,24.0,0,0,349209,7.4958,0,0,1
516,0,3,1,47.0,0,0,36967,34.0208,0,0,1
517,1,2,0,34.0,0,0,C.A. 34260,10.5,0,0,1
518,0,1,1,29.69911764705882,0,0,371110,24.15,0,1,0
519,1,2,0,36.0,1,0,226875,26.0,1,0,1
520,0,1,1,32.0,0,0,349242,7.8958,0,0,1
521,1,3,0,30.0,0,0,12749,93.5,0,0,1
522,0,1,1,22.0,0,0,349252,7.8958,0,0,1
523,0,1,1,29.69911764705882,0,0,2624,7.225,0,0,0
524,1,3,0,44.0,0,1,111361,57.9792,1,0,0
525,0,1,1,29.69911764705882,0,0,2700,7.2292,0,0,0
526,0,1,1,40.5,0,0,367232,7.75,0,1,0
527,1,2,0,50.0,0,0,W./C. 14258,10.5,0,0,1
528,0,3,1,29.69911764705882,0,0,PC 17483,221.7792,0,0,1
529,0,1,1,39.0,0,0,3101296,7.925,0,0,1
530,0,2,1,23.0,2,1,29104,11.5,3,0,1
531,1,2,0,2.0,1,1,26360,26.0,2,0,1
532,0,1,1,29.69911764705882,0,0,2641,7.2292,0,0,0
533,0,1,1,17.0,1,1,2690,7.2292,2,0,0
534,1,1,0,29.69911764705882,0,2,2668,22.3583,2,0,0
535,0,1,0,30.0,0,0,315084,8.6625,0,0,1
536,1,2,0,7.0,0,2,F.C.C. 13529,26.25,2,0,1
537,0,3,1,45.0,0,0,113050,26.55,0,0,1
538,1,3,0,30.0,0,0,PC 17761,106.425,0,0,0
539,0,1,1,29.69911764705882,0,0,364498,14.5,0,0,1
540,1,3,0,22.0,0,2,13568,49.5,2,0,0
541,1,3,0,36.0,0,2,WE/P 5735,71.0,2,0,1
542,0,1,0,9.0,4,2,347082,31.275,6,0,1
543,0,1,0,11.0,4,2,347082,31.275,6,0,1
544,1,2,1,32.0,1,0,2908,26.0,1,0,1
545,0,3,1,50.0,1,0,PC 17761,106.425,1,0,0
546,0,3,1,64.0,0,0,693,26.0,0,0,1
547,1,2,0,19.0,1,0,2908,26.0,1,0,1
548,1,2,1,29.69911764705882,0,0,SC/PARIS 2146,13.8625,0,0,0
549,0,1,1,33.0,1,1,363291,20.525,2,0,1
550,1,2,1,8.0,1,1,C.A. 33112,36.75,2,0,1
551,1,3,1,17.0,0,2,17421,110.8833,2,0,0
552,0,2,1,27.0,0,0,244358,26.0,0,0,1
553,0,1,1,29.69911764705882,0,0,330979,7.8292,0,1,0
554,1,1,1,22.0,0,0,2620,7.225,0,0,0
555,1,1,0,22.0,0,0,347085,7.775,0,0,1
556,0,3,1,62.0,0,0,113807,26.55,0,0,1
557,1,3,0,48.0,1,0,11755,39.6,1,0,0
558,0,3,1,29.69911764705882,0,0,PC 17757,227.525,0,0,0
559,1,3,0,39.0,1,1,110413,79.65,2,0,1
560,1,1,0,36.0,1,0,345572,17.4,1,0,1
561,0,1,1,29.69911764705882,0,0,372622,7.75,0,1,0
562,0,1,1,40.0,0,0,349251,7.8958,0,0,1
563,0,2,1,28.0,0,0,218629,13.5,0,0,1
564,0,1,1,29.69911764705882,0,0,SOTON/OQ 392082,8.05,0,0,1
565,0,1,0,29.69911764705882,0,0,SOTON/O.Q. 392087,8.05,0,0,1
566,0,1,1,24.0,2,0,A/4 48871,24.15,2,0,1
567,0,1,1,19.0,0,0,349205,7.8958,0,0,1
568,0,1,0,29.0,0,4,349909,21.075,4,0,1
569,0,1,1,29.69911764705882,0,0,2686,7.2292,0,0,0
570,1,1,1,32.0,0,0,350417,7.8542,0,0,1
571,1,2,1,62.0,0,0,S.W./PP 752,10.5,0,0,1
572,1,3,0,53.0,2,0,11769,51.4792,2,0,1
573,1,3,1,36.0,0,0,PC 17474,26.3875,0,0,1
574,1,1,0,29.69911764705882,0,0,14312,7.75,0,1,0
575,0,1,1,16.0,0,0,A/4. 20589,8.05,0,0,1
576,0,1,1,19.0,0,0,358585,14.5,0,0,1
577,1,2,0,34.0,0,0,243880,13.0,0,0,1
578,1,3,0,39.0,1,0,13507,55.9,1,0,1
579,0,1,0,29.69911764705882,1,0,2689,14.4583,1,0,0
580,1,1,1,32.0,0,0,STON/O 2. 3101286,7.925,0,0,1
581,1,2,0,25.0,1,1,237789,30.0,2,0,1
582,1,3,0,39.0,1,1,17421,110.8833,2,0,0
583,0,2,1,54.0,0,0,28403,26.0,0,0,1
584,0,3,1,36.0,0,0,13049,40.125,0,0,0
585,0,1,1,29.69911764705882,0,0,3411,8.7125,0,0,0
586,1,3,0,18.0,0,2,110413,79.65,2,0,1
587,0,2,1,47.0,0,0,237565,15.0,0,0,1
588,1,3,1,60.0,1,1,13567,79.2,2,0,0
589,0,1,1,22.0,0,0,14973,8.05,0,0,1
590,0,1,1,29.69911764705882,0,0,A./5. 3235,8.05,0,0,1
591,0,1,1,35.0,0,0,STON/O 2. 3101273,7.125,0,0,1
592,1,3,0,52.0,1,0,36947,78.2667,1,0,0
593,0,1,1,47.0,0,0,A/5 3902,7.25,0,0,1
594,0,1,0,29.69911764705882,0,2,364848,7.75,2,1,0
595,0,2,1,37.0,1,0,SC/AH 29037,26.0,1,0,1
596,0,1,1,36.0,1,1,345773,24.15,2,0,1
597,1,2,0,29.69911764705882,0,0,248727,33.0,0,0,1
598,0,1,1,49.0,0,0,LINE,0.0,0,0,1
599,0,1,1,29.69911764705882,0,0,2664,7.225,0,0,0
600,1,3,1,49.0,1,0,PC 17485,56.9292,1,0,0
601,1,2,0,24.0,2,1,243847,27.0,3,0,1
602,0,1,1,29.69911764705882,0,0,349214,7.8958,0,0,1
603,0,3,1,29.69911764705882,0,0,113796,42.4,0,0,1
604,0,1,1,44.0,0,0,364511,8.05,0,0,1
605,1,3,1,35.0,0,0,111426,26.55,0,0,0
606,0,1,1,36.0,1,0,349910,15.55,1,0,1
607,0,1,1,30.0,0,0,349246,7.8958,0,0,1
608,1,3,1,27.0,0,0,113804,30.5,0,0,1
609,1,2,0,22.0,1,2,SC/Paris 2123,41.5792,3,0,0
610,1,3,0,40.0,0,0,PC 17582,153.4625,0,0,1
611,0,1,0,39.0,1,5,347082,31.275,6,0,1
612,0,1,1,29.69911764705882,0,0,SOTON/O.Q. 3101305,7.05,0,0,1
613,1,1,0,29.69911764705882,1,0,367230,15.5,1,1,0
614,0,1,1,29.69911764705882,0,0,370377,7.75,0,1,0
615,0,1,1,35.0,0,0,364512,8.05,0,0,1
616,1,2,0,24.0,1,2,220845,65.0,3,0,1
617,0,1,1,34.0,1,1,347080,14.4,2,0,1
618,0,1,0,26.0,1,0,A/5. 3336,16.1,1,0,1
619,1,2,0,4.0,2,1,230136,39.0,3,0,1
620,0,2,1,26.0,0,0,31028,10.5,0,0,1
621,0,1,1,27.0,1,0,2659,14.4542,1,0,0
622,1,3,1,42.0,1,0,11753,52.5542,1,0,1
623,1,1,1,20.0,1,1,2653,15.7417,2,0,0
624,0,1,1,21.0,0,0,350029,7.8542,0,0,1
625,0,1,1,21.0,0,0,54636,16.1,0,0,1
626,0,3,1,61.0,0,0,36963,32.3208,0,0,1
627,0,2,1,57.0,0,0,219533,12.35,0,1,0
628,1,3,0,21.0,0,0,13502,77.9583,0,0,1
629,0,1,1,26.0,0,0,349224,7.8958,0,0,1
630,0,1,1,29.69911764705882,0,0,334912,7.7333,0,1,0
631,1,3,1,80.0,0,0,27042,30.0,0,0,1
632,0,1,1,51.0,0,0,347743,7.0542,0,0,1
633,1,3,1,32.0,0,0,13214,30.5,0,0,0
634,0,3,1,29.69911764705882,0,0,112052,0.0,0,0,1
635,0,1,0,9.0,3,2,347088,27.9,5,0,1
636,1,2,0,28.0,0,0,237668,13.0,0,0,1
637,0,1,1,32.0,0,0,STON/O 2. 3101292,7.925,0,0,1
638,0,2,1,31.0,1,1,C.A. 31921,26.25,2,0,1
639,0,1,0,41.0,0,5,3101295,39.6875,5,0,1
640,0,1,1,29.69911764705882,1,0,376564,16.1,1,0,1
641,0,1,1,20.0,0,0,350050,7.8542,0,0,1
642,1,3,0,24.0,0,0,PC 17477,69.3,0,0,0
643,0,1,0,2.0,3,2,347088,27.9,5,0,1
644,1,1,1,29.69911764705882,0,0,1601,56.4958,0,0,1
645,1,1,0,0.75,2,1,2666,19.2583,3,0,0
646,1,3,1,48.0,1,0,PC 17572,76.7292,1,0,0
647,0,1,1,19.0,0,0,349231,7.8958,0,0,1
648,1,3,1,56.0,0,0,13213,35.5,0,0,0
649,0,1,1,29.69911764705882,0,0,S.O./P.P. 751,7.55,0,0,1
650,1,1,0,23.0,0,0,CA. 2314,7.55,0,0,1
651,0,1,1,29.69911764705882,0,0,349221,7.8958,0,0,1
652,1,2,0,18.0,0,1,231919,23.0,1,0,1
653,0,1,1,21.0,0,0,8475,8.4333,0,0,1
654,1,1,0,29.69911764705882,0,0,330919,7.8292,0,1,0
655,0,1,0,18.0,0,0,365226,6.75,0,1,0
656,0,2,1,24.0,2,0,S.O.C. 14879,73.5,2,0,1
657,0,1,1,29.69911764705882,0,0,349223,7.8958,0,0,1
658,0,1,0,32.0,1,1,364849,15.5,2,1,0
659,0,2,1,23.0,0,0,29751,13.0,0,0,1
660,0,3,1,58.0,0,2,35273,113.275,2,0,0
661,1,3,1,50.0,2,0,PC 17611,133.65,2,0,1
662,0,1,1,40.0,0,0,2623,7.225,0,0,0
663,0,3,1,47.0,0,0,5727,25.5875,0,0,1
664,0,1,1,36.0,0,0,349210,7.4958,0,0,1
665,1,1,1,20.0,1,0,STON/O 2. 3101285,7.925,1,0,1
666,0,2,1,32.0,2,0,S.O.C. 14879,73.5,2,0,1
667,0,2,1,25.0,0,0,234686,13.0,0,0,1
668,0,1,1,29.69911764705882,0,0,312993,7.775,0,0,1
669,0,1,1,43.0,0,0,A/5 3536,8.05,0,0,1
670,1,3,0,29.69911764705882,1,0,19996,52.0,1,0,1
671,1,2,0,40.0,1,1,29750,39.0,2,0,1
672,0,3,1,31.0,1,0,F.C. 12750,52.0,1,0,1
673,0,2,1,70.0,0,0,C.A. 24580,10.5,0,0,1
674,1,2,1,31.0,0,0,244270,13.0,0,0,1
675,0,2,1,29.69911764705882,0,0,239856,0.0,0,0,1
676,0,1,1,18.0,0,0,349912,7.775,0,0,1
677,0,1,1,24.5,0,0,342826,8.05,0,0,1
678,1,1,0,18.0,0,0,4138,9.8417,0,0,1
679,0,1,0,43.0,1,6,CA 2144,46.9,7,0,1
680,1,3,1,36.0,0,1,PC 17755,512.3292,1,0,0
681,0,1,0,29.69911764705882,0,0,330935,8.1375,0,1,0
682,1,3,1,27.0,0,0,PC 17572,76.7292,0,0,0
683,0,1,1,20.0,0,0,6563,9.225,0,0,1
684,0,1,1,14.0,5,2,CA 2144,46.9,7,0,1
685,0,2,1,60.0,1,1,29750,39.0,2,0,1
686,0,2,1,25.0,1,2,SC/Paris 2123,41.5792,3,0,0
687,0,1,1,14.0,4,1,3101295,39.6875,5,0,1
688,0,1,1,19.0,0,0,349228,10.1708,0,0,1
689,0,1,1,18.0,0,0,350036,7.7958,0,0,1
690,1,3,0,15.0,0,1,24160,211.3375,1,0,1
691,1,3,1,31.0,1,0,17474,57.0,1,0,1
692,1,1,0,4.0,0,1,349256,13.4167,1,0,0
693,1,1,1,29.69911764705882,0,0,1601,56.4958,0,0,1
694,0,1,1,25.0,0,0,2672,7.225,0,0,0
695,0,3,1,60.0,0,0,113800,26.55,0,0,1
696,0,2,1,52.0,0,0,248731,13.5,0,0,1
697,0,1,1,44.0,0,0,363592,8.05,0,0,1
698,1,1,0,29.69911764705882,0,0,35852,7.7333,0,1,0
699,0,3,1,49.0,1,1,17421,110.8833,2,0,0
700,0,1,1,42.0,0,0,348121,7.65,0,0,1
701,1,3,0,18.0,1,0,PC 17757,227.525,1,0,0
702,1,3,1,35.0,0,0,PC 17475,26.2875,0,0,1
703,0,1,0,18.0,0,1,2691,14.4542,1,0,0
704,0,1,1,25.0,0,0,36864,7.7417,0,1,0
705,0,1,1,26.0,1,0,350025,7.8542,1,0,1
706,0,2,1,39.0,0,0,250655,26.0,0,0,1
707,1,2,0,45.0,0,0,223596,13.5,0,0,1
708,1,3,1,42.0,0,0,PC 17476,26.2875,0,0,1
709,1,3,0,22.0,0,0,113781,151.55,0,0,1
710,1,1,1,29.69911764705882,1,1,2661,15.2458,2,0,0
711,1,3,0,24.0,0,0,PC 17482,49.5042,0,0,0
712,0,3,1,29.69911764705882,0,0,113028,26.55,0,0,1
713,1,3,1,48.0,1,0,19996,52.0,1,0,1
714,0,1,1,29.0,0,0,7545,9.4833,0,0,1
715,0,2,1,52.0,0,0,250647,13.0,0,0,1
716,0,1,1,19.0,0,0,348124,7.65,0,0,1
717,1,3,0,38.0,0,0,PC 17757,227.525,0,0,0
718,1,2,0,27.0,0,0,34218,10.5,0,0,1
719,0,1,1,29.69911764705882,0,0,36568,15.5,0,1,0
720,0,1,1,33.0,0,0,347062,7.775,0,0,1
721,1,2,0,6.0,0,1,248727,33.0,1,0,1
722,0,1,1,17.0,1,0,350048,7.0542,1,0,1
723,0,2,1,34.0,0,0,12233,13.0,0,0,1
724,0,2,1,50.0,0,0,250643,13.0,0,0,1
725,1,3,1,27.0,1,0,113806,53.1,1,0,1
726,0,1,1,20.0,0,0,315094,8.6625,0,0,1
727,1,2,0,30.0,3,0,31027,21.0,3,0,1
728,1,1,0,29.69911764705882,0,0,36866,7.7375,0,1,0
729,0,2,1,25.0,1,0,236853,26.0,1,0,1
730,0,1,0,25.0,1,0,STON/O2. 3101271,7.925,1,0,1
731,1,3,0,29.0,0,0,24160,211.3375,0,0,1
732,0,1,1,11.0,0,0,2699,18.7875,0,0,0
733,0,2,1,29.69911764705882,0,0,239855,0.0,0,0,1
734,0,2,1,23.0,0,0,28425,13.0,0,0,1
735,0,2,1,23.0,0,0,233639,13.0,0,0,1
736,0,1,1,28.5,0,0,54636,16.1,0,0,1
737,0,1,0,48.0,1,3,W./C. 6608,34.375,4,0,1
738,1,3,1,35.0,0,0,PC 17755,512.3292,0,0,0
739,0,1,1,29.69911764705882,0,0,349201,7.8958,0,0,1
740,0,1,1,29.69911764705882,0,0,349218,7.8958,0,0,1
741,1,3,1,29.69911764705882,0,0,16988,30.0,0,0,1
742,0,3,1,36.0,1,0,19877,78.85,1,0,1
743,1,3,0,21.0,2,2,PC 17608,262.375,4,0,0
744,0,1,1,24.0,1,0,376566,16.1,1,0,1
745,1,1,1,31.0,0,0,STON/O 2. 3101288,7.925,0,0,1
746,0,3,1,70.0,1,1,WE/P 5735,71.0,2,0,1
747,0,1,1,16.0,1,1,C.A. 2673,20.25,2,0,1
748,1,2,0,30.0,0,0,250648,13.0,0,0,1
749,0,3,1,19.0,1,0,113773,53.1,1,0,1
750,0,1,1,31.0,0,0,335097,7.75,0,1,0
751,1,2,0,4.0,1,1,29103,23.0,2,0,1
752,1,1,1,6.0,0,1,392096,12.475,1,0,1
753,0,1,1,33.0,0,0,345780,9.5,0,0,1
754,0,1,1,23.0,0,0,349204,7.8958,0,0,1
755,1,2,0,48.0,1,2,220845,65.0,3,0,1
756,1,2,1,0.67,1,1,250649,14.5,2,0,1
757,0,1,1,28.0,0,0,350042,7.7958,0,0,1
758,0,2,1,18.0,0,0,29108,11.5,0,0,1
759,0,1,1,34.0,0,0,363294,8.05,0,0,1
760,1,3,0,33.0,0,0,110152,86.5,0,0,1
761,0,1,1,29.69911764705882,0,0,358585,14.5,0,0,1
762,0,1,1,41.0,0,0,SOTON/O2 3101272,7.125,0,0,1
763,1,1,1,20.0,0,0,2663,7.2292,0,0,0
764,1,3,0,36.0,1,2,113760,120.0,3,0,1
765,0,1,1,16.0,0,0,347074,7.775,0,0,1
766,1,3,0,51.0,1,0,13502,77.9583,1,0,1
767,0,3,1,29.69911764705882,0,0,112379,39.6,0,0,0
768,0,1,0,30.5,0,0,364850,7.75,0,1,0
769,0,1,1,29.69911764705882,1,0,371110,24.15,1,1,0
770,0,1,1,32.0,0,0,8471,8.3625,0,0,1
771,0,1,1,24.0,0,0,345781,9.5,0,0,1
772,0,1,1,48.0,0,0,350047,7.8542,0,0,1
773,0,2,0,57.0,0,0,S.O./P.P. 3,10.5,0,0,1
774,0,1,1,29.69911764705882,0,0,2674,7.225,0,0,0
775,1,2,0,54.0,1,3,29105,23.0,4,0,1
776,0,1,1,18.0,0,0,347078,7.75,0,0,1
777,0,1,1,29.69911764705882,0,0,383121,7.75,0,1,0
778,1,1,0,5.0,0,0,364516,12.475,0,0,1
779,0,1,1,29.69911764705882,0,0,36865,7.7375,0,1,0
780,1,3,0,43.0,0,1,24160,211.3375,1,0,1
781,1,1,0,13.0,0,0,2687,7.2292,0,0,0
782,1,3,0,17.0,1,0,17474,57.0,1,0,1
783,0,3,1,29.0,0,0,113501,30.0,0,0,1
784,0,1,1,29.69911764705882,1,2,W./C. 6607,23.45,3,0,1
785,0,1,1,25.0,0,0,SOTON/O.Q. 3101312,7.05,0,0,1
786,0,1,1,25.0,0,0,374887,7.25,0,0,1
787,1,1,0,18.0,0,0,3101265,7.4958,0,0,1
788,0,1,1,8.0,4,1,382652,29.125,5,1,0
789,1,1,1,1.0,1,2,C.A. 2315,20.575,3,0,1
790,0,3,1,46.0,0,0,PC 17593,79.2,0,0,0
791,0,1,1,29.69911764705882,0,0,12460,7.75,0,1,0
792,0,2,1,16.0,0,0,239865,26.0,0,0,1
793,0,1,0,29.69911764705882,8,2,CA. 2343,69.55,10,0,1
794,0,3,1,29.69911764705882,0,0,PC 17600,30.6958,0,0,0
795,0,1,1,25.0,0,0,349203,7.8958,0,0,1
796,0,2,1,39.0,0,0,28213,13.0,0,0,1
797,1,3,0,49.0,0,0,17465,25.9292,0,0,1
798,1,1,0,31.0,0,0,349244,8.6833,0,0,1
799,0,1,1,30.0,0,0,2685,7.2292,0,0,0
800,0,1,0,30.0,1,1,345773,24.15,2,0,1
801,0,2,1,34.0,0,0,250647,13.0,0,0,1
802,1,2,0,31.0,1,1,C.A. 31921,26.25,2,0,1
803,1,3,1,11.0,1,2,113760,120.0,3,0,1
804,1,1,1,0.42,0,1,2625,8.5167,1,0,0
805,1,1,1,27.0,0,0,347089,6.975,0,0,1
806,0,1,1,31.0,0,0,347063,7.775,0,0,1
807,0,3,1,39.0,0,0,112050,0.0,0,0,1
808,0,1,0,18.0,0,0,347087,7.775,0,0,1
809,0,2,1,39.0,0,0,248723,13.0,0,0,1
810,1,3,0,33.0,1,0,113806,53.1,1,0,1
811,0,1,1,26.0,0,0,3474,7.8875,0,0,1
812,0,1,1,39.0,0,0,A/4 48871,24.15,0,0,1
813,0,2,1,35.0,0,0,28206,10.5,0,0,1
814,0,1,0,6.0,4,2,347082,31.275,6,0,1
815,0,1,1,30.5,0,0,364499,8.05,0,0,1
816,0,3,1,29.69911764705882,0,0,112058,0.0,0,0,1
817,0,1,0,23.0,0,0,STON/O2. 3101290,7.925,0,0,1
818,0,2,1,31.0,1,1,S.C./PARIS 2079,37.0042,2,0,0
819,0,1,1,43.0,0,0,C 7075,6.45,0,0,1
820,0,1,1,10.0,3,2,347088,27.9,5,0,1
821,1,3,0,52.0,1,1,12749,93.5,2,0,1
822,1,1,1,27.0,0,0,315098,8.6625,0,0,1
823,0,3,1,38.0,0,0,19972,0.0,0,0,1
824,1,1,0,27.0,0,1,392096,12.475,1,0,1
825,0,1,1,2.0,4,1,3101295,39.6875,5,0,1
826,0,1,1,29.69911764705882,0,0,368323,6.95,0,1,0
827,0,1,1,29.69911764705882,0,0,1601,56.4958,0,0,1
828,1,2,1,1.0,0,2,S.C./PARIS 2079,37.0042,2,0,0
829,1,1,1,29.69911764705882,0,0,367228,7.75,0,1,0
830,1,3,0,62.0,0,0,113572,80.0,0,0,0
831,1,1,0,15.0,1,0,2659,14.4542,1,0,0
832,1,2,1,0.83,1,1,29106,18.75,2,0,1
833,0,1,1,29.69911764705882,0,0,2671,7.2292,0,0,0
834,0,1,1,23.0,0,0,347468,7.8542,0,0,1
835,0,1,1,18.0,0,0,2223,8.3,0,0,1
836,1,3,0,39.0,1,1,PC 17756,83.1583,2,0,0
837,0,1,1,21.0,0,0,315097,8.6625,0,0,1
838,0,1,1,29.69911764705882,0,0,392092,8.05,0,0,1
839,1,1,1,32.0,0,0,1601,56.4958,0,0,1
840,1,3,1,29.69911764705882,0,0,11774,29.7,0,0,0
841,0,1,1,20.0,0,0,SOTON/O2 3101287,7.925,0,0,1
842,0,2,1,16.0,0,0,S.O./P.P. 3,10.5,0,0,1
843,1,3,0,30.0,0,0,113798,31.0,0,0,0
844,0,1,1,34.5,0,0,2683,6.4375,0,0,0
845,0,1,1,17.0,0,0,315090,8.6625,0,0,1
846,0,1,1,42.0,0,0,C.A. 5547,7.55,0,0,1
847,0,1,1,29.69911764705882,8,2,CA. 2343,69.55,10,0,1
848,0,1,1,35.0,0,0,349213,7.8958,0,0,0
849,0,2,1,28.0,0,1,248727,33.0,1,0,1
850,1,3,0,29.69911764705882,1,0,17453,89.1042,1,0,0
851,0,1,1,4.0,4,2,347082,31.275,6,0,1
852,0,1,1,74.0,0,0,347060,7.775,0,0,1
853,0,1,0,9.0,1,1,2678,15.2458,2,0,0
854,1,3,0,16.0,0,1,PC 17592,39.4,1,0,1
855,0,2,0,44.0,1,0,244252,26.0,1,0,1
856,1,1,0,18.0,0,1,392091,9.35,1,0,1
857,1,3,0,45.0,1,1,36928,164.8667,2,0,1
858,1,3,1,51.0,0,0,113055,26.55,0,0,1
859,1,1,0,24.0,0,3,2666,19.2583,3,0,0
860,0,1,1,29.69911764705882,0,0,2629,7.2292,0,0,0
861,0,1,1,41.0,2,0,350026,14.1083,2,0,1
862,0,2,1,21.0,1,0,28134,11.5,1,0,1
863,1,3,0,48.0,0,0,17466,25.9292,0,0,1
864,0,1,0,29.69911764705882,8,2,CA. 2343,69.55,10,0,1
865,0,2,1,24.0,0,0,233866,13.0,0,0,1
866,1,2,0,42.0,0,0,236852,13.0,0,0,1
867,1,2,0,27.0,1,0,SC/PARIS 2149,13.8583,1,0,0
868,0,3,1,31.0,0,0,PC 17590,50.4958,0,0,1
869,0,1,1,29.69911764705882,0,0,345777,9.5,0,0,1
870,1,1,1,4.0,1,1,347742,11.1333,2,0,1
871,0,1,1,26.0,0,0,349248,7.8958,0,0,1
872,1,3,0,47.0,1,1,11751,52.5542,2,0,1
873,0,3,1,33.0,0,0,695,5.0,0,0,1
874,0,1,1,47.0,0,0,345765,9.0,0,0,1
875,1,2,0,28.0,1,0,P/PP 3381,24.0,1,0,0
876,1,1,0,15.0,0,0,2667,7.225,0,0,0
877,0,1,1,20.0,0,0,7534,9.8458,0,0,1
878,0,1,1,19.0,0,0,349212,7.8958,0,0,1
879,0,1,1,29.69911764705882,0,0,349217,7.8958,0,0,1
880,1,3,0,56.0,0,1,11767,83.1583,1,0,0
881,1,2,0,25.0,0,1,230433,26.0,1,0,1
882,0,1,1,33.0,0,0,349257,7.8958,0,0,1
883,0,1,0,22.0,0,0,7552,10.5167,0,0,1
